Devices
1000
,,Plate force 1 - CoP,,
Frame,Sub Frame,Cx,Cy
,,mm,mm
72,2,17.5568,-34.8484
72,3,17.4932,-34.954
72,4,17.5242,-34.9754
72,5,17.4507,-34.9601
72,6,17.5553,-35.1007
72,7,17.5717,-35.0525
72,8,17.5608,-34.9363
72,9,17.4618,-35.0248
73,0,17.6396,-34.9878
73,1,17.4698,-34.8992
73,2,17.7312,-34.9867
73,3,17.7163,-34.8659
73,4,17.5738,-34.5995
73,5,17.6068,-34.9042
73,6,17.4605,-34.8015
73,7,17.6477,-34.8826
73,8,17.6677,-34.846
73,9,17.6597,-35.1373
74,0,17.6171,-34.7037
74,1,17.6335,-35.1739
74,2,17.5674,-34.9397
74,3,17.7468,-34.9896
74,4,17.6207,-34.9508
74,5,17.677,-35.0285
74,6,17.7022,-35.0067
74,7,17.6848,-34.7977
74,8,17.7137,-34.8596
74,9,17.6394,-35.0809
75,0,17.7534,-34.8096
75,1,17.5582,-34.7016
75,2,17.7826,-34.7943
75,3,17.6796,-34.6649
75,4,17.642,-35.0039
75,5,17.6366,-34.6413
75,6,17.6311,-34.7998
75,7,17.7158,-34.9354
75,8,17.6295,-34.7442
75,9,17.6694,-34.553
76,0,17.7117,-34.7349
76,1,17.632,-34.8822
76,2,17.7223,-34.8633
76,3,17.646,-34.8863
76,4,17.7528,-34.7751
76,5,17.7224,-34.8858
76,6,17.6893,-34.6715
76,7,17.8406,-35.0346
76,8,17.6907,-34.7774
76,9,17.8022,-34.986
77,0,17.857,-34.7089
77,1,17.7177,-34.7639
77,2,17.7366,-34.646
77,3,17.775,-34.8397
77,4,17.7956,-35.0782
77,5,17.6698,-34.591
77,6,17.6432,-34.8672
77,7,17.7522,-34.9385
77,8,17.5683,-34.5501
77,9,17.7298,-34.5931
78,0,17.661,-34.8001
78,1,17.692,-34.6035
78,2,17.5398,-34.6947
78,3,17.8101,-34.993
78,4,17.7876,-34.4511
78,5,17.6974,-34.6614
78,6,17.8148,-34.7119
