Devices
1000
,,Plate force 1 - CoP,,
Frame,Sub Frame,Cx,Cy
,,mm,mm
75,5,16.788,-24.5403
75,6,16.7836,-24.4082
75,7,16.6319,-24.4124
75,8,16.7752,-24.4476
75,9,16.8707,-24.4597
76,0,16.7572,-24.5944
76,1,16.8678,-24.677
76,2,16.8905,-24.3305
76,3,16.8464,-24.599
76,4,16.9291,-24.4631
76,5,16.8756,-24.6067
76,6,16.801,-24.5715
76,7,16.9301,-24.5906
76,8,16.9369,-24.5421
76,9,16.9713,-24.4575
77,0,16.9287,-24.4927
77,1,16.8943,-24.5924
77,2,16.9043,-24.5226
77,3,17.0082,-24.7787
77,4,16.9657,-24.6664
77,5,17.0056,-24.6263
77,6,17.182,-24.8371
77,7,17.023,-24.9499
77,8,16.9861,-24.7038
77,9,17.095,-24.6967
78,0,17.1947,-24.7969
78,1,17.1814,-24.8748
78,2,17.1279,-24.8078
78,3,17.1161,-24.5373
78,4,17.296,-24.7226
78,5,17.0109,-24.7228
78,6,17.2257,-24.8499
78,7,17.0329,-24.8258
78,8,17.2317,-25.0148
78,9,17.2337,-24.9258
79,0,17.2017,-24.9629
79,1,17.0839,-25.123
79,2,17.2956,-24.7595
79,3,17.2212,-24.6828
79,4,17.289,-24.8165
79,5,17.427,-25.0825
79,6,17.2295,-24.9662
79,7,17.4351,-25.0728
79,8,17.2116,-25.1614
79,9,17.4492,-24.8909
80,0,17.2554,-24.9832
80,1,17.2939,-24.9741
80,2,17.3445,-24.9928
80,3,17.2766,-24.9953
80,4,17.4947,-25.1184
80,5,17.3573,-25.067
80,6,17.1157,-24.8395
80,7,17.2556,-25.2425
80,8,17.4066,-25.0061
80,9,17.1888,-24.988
81,0,17.3987,-25.3222
81,1,17.2408,-24.8872
81,2,17.3938,-25.0862
81,3,17.3914,-25.037
81,4,17.376,-25.0835
81,5,17.2472,-25.1074
81,6,17.302,-25.102
81,7,17.3015,-25.0055
81,8,17.3224,-25.1993
81,9,17.4196,-25.1811
82,0,17.42,-25.2058
82,1,17.2538,-25.044
82,2,17.4274,-25.1605
82,3,17.3671,-24.8988
82,4,17.3465,-25.2473
82,5,17.5145,-25.1155
82,6,17.2406,-25.2277
82,7,17.2494,-24.8764
82,8,17.3041,-25.0848
82,9,17.2292,-25.1778
83,0,17.3247,-24.9875
83,1,17.3446,-25.2098
83,2,17.2855,-25.1146
83,3,17.3333,-25.2711
83,4,17.4657,-25.0702
83,5,17.3905,-25.2588
83,6,17.4608,-25.2123
83,7,17.3714,-24.9569
83,8,17.355,-25.1917
83,9,17.4817,-25.0287
84,0,17.4143,-25.2853
84,1,17.5063,-24.8081
84,2,17.2772,-25.0348
84,3,17.5603,-25.0922
84,4,17.5034,-25.1822
84,5,17.5479,-25.1756
84,6,17.4949,-24.9412
84,7,17.5953,-24.8925
84,8,17.5703,-24.9511
84,9,17.5717,-25.2737
85,0,17.5029,-25.1178
85,1,17.6557,-25.2727
85,2,17.5268,-25.1701
85,3,17.6334,-25.1793
85,4,17.4123,-25.0699
85,5,17.4858,-25.2898
85,6,17.5423,-25.1988
85,7,17.4229,-25.3382
85,8,17.574,-25.1565
85,9,17.5623,-25.2635
86,0,17.5972,-25.291
86,1,17.5691,-25.2674
86,2,17.7687,-25.5663
86,3,17.4907,-25.32
86,4,17.5524,-25.7037
86,5,17.6689,-25.4562
86,6,17.5848,-25.4144
86,7,17.6457,-25.3791
86,8,17.5806,-25.6273
86,9,17.4596,-25.5599
87,0,17.6517,-25.4556
87,1,17.6104,-25.5022
87,2,17.5644,-25.5878
87,3,17.5324,-25.6582
87,4,17.4769,-25.7223
87,5,17.6207,-25.7
87,6,17.6116,-25.7711
87,7,17.6976,-25.9964
87,8,17.4304,-25.8768
87,9,17.5147,-25.7588
88,0,17.4385,-25.9804
88,1,17.5899,-25.6836
88,2,17.6316,-25.7756
88,3,17.5921,-26.0243
88,4,17.5618,-26.0537
88,5,17.6556,-26.0027
88,6,17.6428,-26.2116
88,7,17.3709,-26.0245
88,8,17.5563,-26.3685
88,9,17.635,-26.1677
89,0,17.4733,-26.3414
89,1,17.7069,-26.5214
89,2,17.6789,-26.3465
89,3,17.6558,-26.3487
89,4,17.4771,-26.364
89,5,17.5345,-26.428
89,6,17.6067,-26.4979
89,7,17.732,-26.6048
89,8,17.4751,-26.5809
89,9,17.4813,-26.5264
90,0,17.6221,-26.619
90,1,17.6607,-26.8706
90,2,17.5944,-26.7404
90,3,17.5038,-26.5227
90,4,17.5913,-26.7812
90,5,17.5425,-26.8724
90,6,17.5496,-26.6577
90,7,17.5636,-26.8089
90,8,17.7078,-26.9093
90,9,17.7541,-26.9576
91,0,17.638,-27.0915
91,1,17.5261,-26.9266
91,2,17.6732,-27.1862
91,3,17.6842,-27.3785
91,4,17.7345,-27.2667
91,5,17.6827,-27.335
91,6,17.5663,-27.1021
91,7,17.6386,-27.1381
91,8,17.6651,-27.0509
91,9,17.6166,-27.3826
92,0,17.7351,-27.7684
92,1,17.7611,-27.418
92,2,17.7498,-27.545
92,3,17.7938,-27.6412
92,4,17.6524,-27.6588
92,5,17.7247,-27.5459
92,6,17.6724,-27.9791
92,7,17.8141,-27.7839
92,8,17.7365,-27.6956
92,9,17.7761,-27.7765
93,0,17.6476,-28.0192
93,1,17.7484,-27.7027
93,2,17.7556,-28.0976
93,3,17.686,-27.8767
93,4,17.8232,-27.987
93,5,17.7043,-27.9247
93,6,17.727,-28.1084
93,7,17.68,-27.9325
93,8,17.8936,-28.1816
93,9,17.8297,-28.2866
94,0,17.8175,-28.0907
94,1,17.899,-28.4774
